Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,AcceptedCmpOverall,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Complain,Customer_Days,MntRegularProds,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Response,Z_CostContact,Z_Revenue
Single,0,0,PhD,69499,33,133,17,72,27,21,10,280,0,0,0,0,1,0,26.0,0,2044,270,3,2,0,3,4,0,3,11
Single,0,0,Graduation,57917,36,118,11,55,22,18,13,237,1,0,0,0,0,0,32.0,0,407,224,1,6,4,5,5,0,3,11
Married,0,1,Graduation,85705,56,81,15,95,66,41,7,305,1,1,0,0,0,1,37.0,0,4399,298,7,3,3,7,3,0,3,11
Together,0,2,Master,73961,16,0,18,67,55,58,0,198,1,0,0,0,0,0,41.0,0,1209,198,5,3,3,3,7,0,3,11
Together,2,2,Graduation,62772,36,0,44,0,67,91,0,202,1,1,0,0,1,0,36.0,0,3621,202,1,4,2,4,14,0,3,11
Married,1,2,Graduation,78268,32,0,28,44,84,92,0,248,1,0,0,0,0,0,29.0,0,4564,248,5,1,2,2,6,0,3,11
Married,1,0,2n Cycle,67976,55,49,28,34,21,39,8,179,0,0,0,1,1,0,35.0,0,3115,171,3,5,3,5,4,0,3,11
Single,0,0,Graduation,46401,43,91,15,37,18,16,5,182,0,1,0,0,0,0,54.0,0,2091,177,4,5,2,1,7,0,3,11
Single,0,0,Master,80298,65,158,15,64,34,29,12,312,0,0,0,0,0,0,31.0,0,4941,300,6,3,5,1,5,0,3,11
Together,1,0,Master,63634,32,67,39,37,29,29,6,207,1,0,0,0,0,0,28.0,0,4541,201,3,1,1,4,5,0,3,11
Married,0,1,Graduation,67861,16,76,13,73,48,40,9,259,1,0,0,1,0,0,52.0,0,1036,250,3,1,1,5,9,0,3,11
Single,1,0,2n Cycle,35296,18,37,10,12,7,18,1,85,0,0,0,1,0,0,40.0,0,3843,84,5,5,1,1,10,0,3,11
Single,0,0,Master,82329,25,161,23,87,31,20,10,332,1,0,0,0,0,0,44.0,0,2124,322,5,3,2,1,13,0,3,11
Married,1,2,PhD,91869,35,0,37,45,90,91,0,263,1,1,0,0,0,0,22.0,0,201,263,6,5,2,2,8,0,3,11
Single,0,0,Graduation,67272,32,112,12,62,11,13,10,220,0,0,0,0,0,0,45.0,0,3746,210,1,3,0,1,4,0,3,11
Single,0,0,Master,82207,41,193,14,77,34,22,19,359,1,0,0,0,0,1,35.0,0,3794,340,7,4,3,3,6,0,3,11
Married,2,1,Graduation,85335,27,0,53,0,49,100,0,202,1,0,0,1,0,1,40.0,0,2798,202,3,2,1,4,11,1,3,11
Married,2,0,Graduation,62435,22,0,35,0,22,35,0,92,1,0,0,0,0,0,38.0,0,2979,92,0,4,3,9,13,0,3,11
Married,0,2,Master,80181,34,0,19,75,84,56,0,234,0,0,0,0,0,0,46.0,0,3612,234,4,2,2,2,4,0,3,11
Single,0,0,2n Cycle,56712,58,101,14,58,20,11,17,221,1,0,0,0,0,0,59.0,0,4019,204,1,2,0,1,5,0,3,11
Married,2,2,Graduation,70290,23,0,43,0,64,103,0,210,1,0,0,0,0,0,31.0,0,2901,210,4,1,1,1,12,0,3,11
Single,1,0,Graduation,50932,53,44,16,22,18,32,6,138,1,0,0,0,0,0,52.0,0,1201,132,6,6,2,5,6,0,3,11
Single,0,0,Graduation,84375,35,165,14,80,37,25,26,347,1,0,0,0,0,1,47.0,0,2952,321,0,2,1,7,4,0,3,11
Married,2,1,Graduation,88212,30,0,47,0,39,68,0,154,1,1,0,0,0,0,27.0,0,3284,154,6,3,2,5,8,0,3,11
Married,0,2,Basic,66651,34,0,15,64,65,47,0,191,0,0,0,0,0,0,29.0,1,1350,191,5,8,2,3,5,0,3,11
Together,0,1,Graduation,86352,52,78,16,86,53,45,11,289,0,1,0,0,0,0,42.0,0,3915,278,6,4,3,1,13,0,3,11
Married,0,1,Graduation,80116,43,81,16,82,54,39,9,281,0,0,0,0,0,0,24.0,0,497,272,4,2,1,6,7,0,3,11
Married,0,0,Master,75453,32,164,13,80,16,17,20,310,1,0,0,0,0,0,38.0,0,3729,290,2,2,3,3,4,0,3,11
Single,0,0,2n Cycle,51677,52,97,17,40,19,17,13,203,1,0,0,0,0,0,41.0,0,806,190,1,4,1,0,4,0,3,11
Single,0,0,Master,75785,28,135,12,81,25,24,20,297,1,0,0,0,0,0,35.0,0,4433,277,4,5,3,4,6,0,3,11
Single,0,0,Graduation,42328,51,104,6,41,18,11,5,185,0,0,0,0,0,0,41.0,0,479,180,0,3,2,2,5,0,3,11
Single,0,0,PhD,93000,40,200,16,94,31,21,17,379,1,0,0,0,0,1,39.0,0,1908,362,4,1,2,6,4,0,3,11
Widow,0,0,PhD,70572,45,136,13,82,19,19,19,288,1,0,0,1,1,1,48.0,0,1456,269,1,4,4,6,5,0,3,11
Single,0,0,Graduation,79535,41,165,15,83,36,25,16,340,1,0,0,0,0,0,45.0,0,2627,324,3,3,0,2,5,0,3,11
Together,1,0,Basic,60450,29,60,18,42,15,37,7,179,1,0,0,0,0,0,32.0,0,3287,172,2,6,0,2,4,0,3,11
Married,2,0,Master,109261,18,0,71,0,57,88,0,216,1,1,1,0,0,0,40.0,0,2876,216,3,2,2,3,7,0,3,11
Married,0,0,Graduation,75701,58,158,19,78,21,20,16,312,1,0,0,0,0,0,24.0,1,2107,296,3,5,2,9,4,0,3,11
Married,0,2,Basic,69839,61,0,25,78,73,59,0,235,0,0,0,0,0,0,26.0,0,1753,235,4,7,0,0,6,0,3,11
Married,2,2,2n Cycle,78454,26,0,43,0,58,110,0,211,1,0,0,0,0,0,37.0,0,3698,211,2,3,2,1,13,0,3,11
Married,0,0,Graduation,59716,44,109,10,49,19,8,9,204,0,0,1,0,0,0,35.0,0,4419,195,3,1,2,2,7,0,3,11
Single,0,0,PhD,63989,25,143,11,62,19,18,14,267,1,0,1,0,0,0,48.0,0,4567,253,4,8,2,3,6,0,3,11
Married,2,0,PhD,75993,6,0,48,0,22,57,0,127,1,1,0,1,0,0,33.0,0,4334,127,5,2,1,1,5,0,3,11
Single,0,0,Graduation,62509,19,123,14,66,19,11,16,249,1,0,0,0,0,0,27.0,0,3116,233,3,4,1,2,5,0,3,11
Single,0,0,Graduation,62891,51,125,15,58,20,18,8,244,1,1,0,0,0,0,57.0,0,2342,236,4,5,3,0,5,0,3,11
Married,0,1,Basic,60510,12,53,12,68,32,28,5,198,1,0,0,0,0,1,38.0,0,4086,193,0,2,3,2,9,0,3,11
Single,0,0,Graduation,70412,52,134,12,67,14,12,8,247,1,0,0,0,0,0,39.0,0,3980,239,4,2,1,2,4,0,3,11
Together,1,0,Master,61857,22,55,21,25,18,29,6,154,1,0,0,1,0,0,35.0,0,3306,148,2,3,2,3,7,0,3,11
Widow,0,0,Master,97584,42,175,20,98,30,34,17,374,1,1,1,0,0,0,66.0,0,2402,357,7,2,6,5,6,0,3,11
Together,0,2,Graduation,72457,26,0,10,70,76,62,0,218,1,0,0,0,0,0,50.0,0,3422,218,3,3,1,2,7,0,3,11
Single,0,0,2n Cycle,81710,25,183,20,84,24,19,18,348,0,0,0,0,0,0,45.0,0,4823,330,3,3,2,1,9,0,3,11
Single,0,0,Graduation,69463,22,147,17,72,29,17,18,300,0,1,0,0,0,0,48.0,0,3219,282,2,4,2,2,1,0,3,11
Together,2,2,PhD,81958,0,0,45,0,109,97,0,251,1,0,0,0,0,0,45.0,0,1905,251,5,1,2,3,6,0,3,11
Married,0,2,Graduation,105212,13,0,20,101,98,70,0,289,1,0,0,0,0,0,32.0,0,3043,289,6,0,0,6,8,0,3,11
Widow,0,0,Graduation,76740,75,152,24,55,29,14,11,285,1,0,0,0,0,0,47.0,0,774,274,2,0,2,7,3,0,3,11
Widow,0,0,Master,89342,60,188,15,89,30,33,29,384,1,0,0,0,0,0,72.0,0,3604,355,7,6,3,1,2,0,3,11
Together,0,0,Master,79518,44,164,16,63,21,21,19,304,1,1,0,0,1,1,34.0,0,2434,285,3,3,0,2,8,0,3,11
Single,1,0,PhD,93965,30,93,40,39,31,54,7,264,0,1,0,0,0,0,50.0,0,1571,257,6,2,1,1,11,0,3,11
Single,0,0,Graduation,64282,34,128,11,59,19,16,17,250,1,0,0,0,0,0,32.0,0,3013,233,2,5,3,5,8,0,3,11
Together,1,2,Graduation,107505,25,0,43,51,89,120,0,303,1,0,0,0,1,0,49.0,0,144,303,6,4,1,5,7,0,3,11
Single,0,0,Graduation,54400,35,107,5,48,16,14,9,199,0,0,0,0,0,0,25.0,0,1824,190,4,3,0,2,5,0,3,11
Single,0,0,PhD,102343,31,195,20,93,30,24,24,386,1,0,1,0,0,0,37.0,0,456,362,6,0,0,2,6,0,3,11
Married,0,1,Master,58064,46,59,18,50,29,25,4,185,1,0,0,0,0,0,25.0,0,211,181,3,3,3,3,8,0,3,11
Together,0,2,Master,58231,19,0,11,62,67,37,0,177,1,0,0,1,0,0,42.0,0,656,177,5,3,3,2,5,0,3,11
Married,1,2,2n Cycle,44656,0,0,20,26,43,36,0,125,0,0,0,0,0,0,37.0,0,2329,125,0,8,0,1,11,0,3,11
Married,0,0,Master,66121,34,152,18,80,18,22,16,306,0,0,0,0,0,0,25.0,1,260,290,4,4,4,3,3,0,3,11
Single,0,0,Graduation,38459,67,90,7,43,13,6,10,169,0,0,0,0,0,0,41.0,0,4554,159,1,2,1,3,5,0,3,11
Married,0,0,Basic,61622,19,110,12,60,12,16,14,224,0,0,0,0,0,0,22.0,0,234,210,3,3,3,0,7,0,3,11
Widow,0,0,2n Cycle,59606,25,118,15,53,16,11,9,222,0,0,1,0,1,0,52.0,0,1445,213,4,5,5,5,6,0,3,11
Single,0,0,Master,92721,31,197,13,100,30,22,16,378,1,0,0,0,1,0,33.0,0,766,362,5,3,1,4,9,0,3,11
Married,1,2,Graduation,80540,2,0,32,44,81,86,0,243,1,1,0,1,0,0,31.0,0,405,243,1,1,1,4,13,0,3,11
Together,1,1,Master,73999,55,0,24,34,49,55,0,162,1,0,0,0,0,0,36.0,0,3885,162,8,4,1,1,8,0,3,11
Married,0,1,Master,83986,38,85,20,78,66,43,7,299,1,0,0,0,0,1,38.0,0,2899,292,5,5,4,2,10,0,3,11
Married,0,2,Basic,69690,6,0,14,80,73,55,0,222,0,0,0,0,0,0,48.0,0,3185,222,3,2,4,2,7,0,3,11
Married,0,2,Master,97890,28,0,23,102,81,77,0,283,1,0,0,0,0,0,36.0,0,4365,283,4,4,0,4,4,0,3,11
Single,0,0,Graduation,55541,43,112,17,65,15,15,8,232,1,0,0,0,0,0,40.0,0,3793,224,4,1,1,2,3,1,3,11
Single,0,0,Graduation,52775,41,106,13,59,14,16,13,221,1,0,0,0,0,0,34.0,0,146,208,2,4,0,0,2,0,3,11
Together,0,0,Graduation,72221,40,154,11,73,30,12,16,296,1,0,0,0,0,0,63.0,0,937,280,1,4,2,5,6,0,3,11
Together,1,1,Master,96534,28,0,29,50,73,76,0,228,1,1,0,0,0,0,29.0,0,4228,228,9,8,2,0,7,0,3,11
Together,0,0,Graduation,45571,50,76,6,45,19,12,14,172,0,0,0,0,0,0,45.0,0,2900,158,3,5,3,3,1,0,3,11
Together,0,2,Master,78987,37,0,15,80,81,65,0,241,1,0,0,0,0,0,25.0,0,868,241,6,3,0,1,6,0,3,11
Married,0,1,Master,99364,12,83,16,102,71,52,8,332,1,0,0,0,1,0,33.0,0,576,324,2,2,2,2,5,0,3,11
Married,0,1,Graduation,82234,37,85,12,98,68,56,7,326,0,0,0,0,0,0,29.0,0,4290,319,5,3,1,2,6,0,3,11
Married,2,2,Graduation,77980,24,0,51,0,89,111,0,251,1,0,0,0,0,0,42.0,0,4928,251,2,2,3,5,5,0,3,11
Married,0,0,Master,88105,32,185,19,89,21,22,12,348,0,0,0,0,0,0,41.0,0,4440,336,1,2,2,5,3,0,3,11
Married,0,2,Basic,87050,56,0,11,72,93,72,0,248,1,0,0,1,0,0,53.0,0,1475,248,5,3,4,3,8,0,3,11
Married,1,2,Master,91924,24,0,35,48,88,80,0,251,1,0,0,1,0,1,35.0,0,2155,251,6,4,4,6,9,0,3,11
Together,0,2,Master,49733,42,0,10,43,48,43,0,144,0,0,0,0,0,0,35.0,0,965,144,1,2,1,1,9,0,3,11
Single,0,0,Graduation,61731,37,133,13,62,12,15,10,245,1,0,0,0,1,0,50.0,0,1806,235,4,5,2,2,2,0,3,11
Single,0,0,PhD,81313,37,170,20,69,33,28,14,334,1,0,0,0,0,0,36.0,0,3867,320,4,5,4,1,4,0,3,11
Single,0,0,Graduation,78387,47,178,14,86,22,15,19,334,1,0,0,0,0,0,37.0,0,1770,315,4,2,1,3,5,0,3,11
Married,1,0,PhD,91249,15,106,37,40,22,49,11,265,1,0,0,0,0,0,43.0,0,568,254,3,0,1,2,10,0,3,11
Single,0,0,Graduation,63240,54,126,12,70,17,18,13,256,0,0,0,0,0,0,31.0,1,3238,243,0,2,2,3,4,0,3,11
Married,1,0,Master,80640,18,61,31,43,29,50,5,219,1,0,1,0,0,0,65.0,0,4006,214,2,3,4,6,7,0,3,11
Married,1,2,Graduation,76597,40,0,33,30,92,66,0,221,1,0,0,0,0,0,46.0,0,196,221,4,4,6,3,4,0,3,11
Single,0,0,Master,68599,39,139,11,67,27,18,12,274,0,0,0,1,0,0,54.0,0,3628,262,2,2,4,6,4,0,3,11
Married,0,1,Graduation,66713,69,69,7,85,47,36,9,253,1,0,1,0,0,0,40.0,0,599,244,0,4,2,1,9,0,3,11
Single,0,0,Graduation,60784,58,139,17,73,15,20,16,280,1,0,0,0,0,0,45.0,0,2471,264,3,1,2,2,6,0,3,11
Single,0,0,2n Cycle,62576,58,133,16,50,28,12,17,256,0,0,1,0,0,0,30.0,0,3420,239,3,3,3,6,7,0,3,11
Together,1,1,Master,82310,33,0,31,46,57,56,0,190,1,0,0,0,0,0,31.0,0,3174,190,4,5,1,3,5,0,3,11
Single,0,0,Graduation,104046,54,206,19,102,40,28,19,414,1,0,1,0,1,0,40.0,0,4773,395,8,4,1,2,7,0,3,11
Single,0,0,Master,50061,56,109,13,42,22,15,11,212,1,0,0,0,0,0,41.0,0,4857,201,1,5,2,0,6,0,3,11
Married,0,1,Master,88807,7,108,12,89,57,39,8,313,1,0,0,0,1,1,38.0,0,695,305,4,2,2,2,11,1,3,11
Married,1,2,PhD,112136,10,0,46,70,123,114,0,353,1,0,0,0,0,0,32.0,0,2167,353,8,3,2,4,10,0,3,11
Single,0,0,2n Cycle,46397,31,78,15,32,14,8,4,151,0,0,0,0,0,0,42.0,0,3853,147,2,6,2,1,8,0,3,11
Married,2,1,Master,90270,14,0,43,0,55,98,0,196,1,0,0,0,0,0,46.0,0,4734,196,4,6,4,3,7,0,3,11
Single,1,0,Graduation,57526,35,55,23,35,21,33,7,174,1,0,1,0,0,0,42.0,0,4104,167,6,3,2,3,5,0,3,11
Single,0,0,Master,62253,51,124,11,68,28,19,10,260,0,0,0,0,0,0,36.0,0,1028,250,5,3,0,3,2,0,3,11
Married,1,0,Master,69003,55,83,29,25,19,33,6,195,1,1,0,0,1,0,42.0,0,3170,189,2,4,3,4,5,0,3,11
Married,0,0,Basic,58639,53,135,6,63,19,14,10,247,1,0,0,0,0,0,33.0,0,2719,237,3,4,1,0,4,0,3,11
Married,1,1,Graduation,71077,51,0,36,41,51,55,0,183,0,0,0,0,0,0,47.0,0,447,183,4,4,5,5,7,0,3,11
Married,1,1,Graduation,84299,15,0,37,35,50,74,0,196,1,1,0,0,0,0,30.0,0,372,196,3,2,3,5,6,0,3,11
Widow,0,0,Graduation,56337,36,111,6,66,11,16,13,223,0,0,0,0,0,0,79.0,0,1959,210,2,5,3,0,4,0,3,11
Married,0,0,PhD,102750,35,197,17,112,28,32,27,413,1,0,0,0,1,0,25.0,0,2747,386,7,3,4,6,5,0,3,11
Single,0,0,Graduation,75416,32,143,11,75,19,13,17,278,1,0,0,0,0,0,47.0,0,3448,261,2,3,0,3,2,0,3,11
Married,0,1,PhD,94634,18,94,17,103,66,32,9,321,1,0,0,0,0,0,46.0,0,1477,312,4,1,2,4,2,0,3,11
Single,0,0,Graduation,97317,46,178,24,86,38,30,17,373,1,0,0,0,0,0,34.0,0,157,356,4,3,0,2,6,0,3,11
Married,0,1,PhD,108501,23,98,18,118,73,62,11,380,1,0,0,0,0,0,29.0,0,2141,369,4,3,1,1,8,1,3,11
Single,0,0,Master,62486,55,130,14,71,19,23,10,267,0,0,0,0,0,0,41.0,0,2800,257,2,0,0,2,4,0,3,11
Single,0,0,Master,52157,26,102,10,55,16,8,15,206,1,0,0,0,0,1,34.0,0,4571,191,3,3,3,0,3,0,3,11
Widow,1,0,2n Cycle,62682,51,61,26,25,20,29,7,168,1,0,0,0,0,0,43.0,0,3770,161,1,3,2,1,6,0,3,11
Together,2,0,Graduation,57284,37,0,43,0,21,42,0,106,1,0,0,0,0,1,27.0,0,3401,106,2,6,2,4,4,0,3,11
Married,0,1,2n Cycle,40576,44,46,5,38,22,15,8,134,1,0,0,0,0,0,40.0,0,2887,126,2,6,1,1,5,0,3,11
Married,1,1,Graduation,80414,35,0,35,47,60,55,0,197,1,1,0,0,0,0,38.0,0,3295,197,5,3,2,3,4,0,3,11
Single,0,0,Graduation,43292,44,84,8,42,15,10,8,167,0,0,0,0,0,0,33.0,0,4617,159,2,2,1,1,3,0,3,11
Single,0,0,Master,73495,41,159,10,77,24,19,12,301,1,0,0,0,0,0,49.0,0,2165,289,1,1,2,1,3,0,3,11
Single,0,0,Basic,64067,39,126,7,86,22,14,7,262,1,0,0,0,0,0,56.0,0,1311,255,0,3,3,2,10,0,3,11
Married,2,2,Graduation,93992,25,0,47,0,104,123,0,274,1,0,0,0,0,0,38.0,0,1510,274,5,3,3,3,6,0,3,11
Married,1,2,Graduation,69228,36,0,35,32,62,65,0,194,1,1,0,0,0,1,57.0,0,1796,194,3,1,2,1,7,0,3,11
Married,1,0,2n Cycle,57255,32,56,19,33,12,29,3,152,1,0,0,0,0,0,54.0,0,3172,149,3,1,3,3,4,0,3,11
Single,0,0,Graduation,83046,62,175,20,78,23,9,9,314,0,0,0,0,0,0,56.0,0,3217,305,3,1,4,1,4,0,3,11
Widow,0,0,Master,107596,33,216,25,121,31,21,23,437,1,0,0,0,0,0,37.0,0,699,414,6,2,1,5,4,0,3,11
Married,0,2,2n Cycle,78239,21,0,13,72,75,46,0,206,1,1,1,0,0,0,27.0,0,1751,206,4,3,3,2,4,0,3,11
Married,0,2,Master,69621,30,0,12,71,78,49,0,210,1,0,0,0,0,0,35.0,0,994,210,1,2,1,2,2,1,3,11
Married,1,0,Graduation,53245,28,43,22,26,17,32,5,145,1,0,0,0,0,0,44.0,0,1825,140,3,6,2,4,10,1,3,11
Married,2,2,Master,96743,27,0,54,0,100,118,0,272,1,0,0,1,0,0,44.0,0,4432,272,1,7,2,9,13,1,3,11
Single,0,0,Graduation,62075,41,131,14,45,20,10,13,233,1,0,0,0,0,0,58.0,0,2128,220,6,9,3,0,6,0,3,11
Single,0,0,Master,88596,52,188,19,86,23,23,27,366,1,0,0,0,0,0,34.0,0,3885,339,3,3,2,6,1,1,3,11
Married,0,1,2n Cycle,58021,38,51,19,54,37,32,5,198,1,0,0,0,0,0,43.0,0,190,193,2,2,4,4,5,0,3,11
Single,0,0,Graduation,79630,40,162,17,65,33,19,17,313,1,0,0,0,0,0,25.0,0,4992,296,2,4,1,6,4,0,3,11
Single,0,0,Graduation,84112,35,162,18,85,30,17,16,328,1,0,0,0,1,0,46.0,0,3014,312,6,4,1,2,3,1,3,11
Single,1,0,Master,66369,50,60,31,43,25,21,6,186,0,0,0,0,0,0,48.0,0,1755,180,3,5,2,5,2,0,3,11
Single,0,0,Master,74629,38,140,11,70,24,11,17,273,0,0,0,0,0,0,26.0,0,922,256,6,6,2,1,9,0,3,11
Together,2,2,Basic,35582,30,0,20,0,40,36,0,96,0,0,0,0,0,0,61.0,0,4334,96,1,3,4,2,10,0,3,11
Married,0,2,Basic,42959,51,0,3,39,48,32,0,122,0,0,0,0,0,0,26.0,0,1786,122,0,4,2,3,9,0,3,11
Married,0,2,Graduation,77759,30,0,21,58,86,74,0,239,0,0,0,0,1,0,51.0,0,4432,239,4,3,2,1,5,0,3,11
Single,0,0,2n Cycle,49897,43,96,5,46,20,11,10,188,0,0,0,0,0,0,54.0,0,2116,178,2,3,1,2,5,0,3,11
Married,0,2,Graduation,76610,28,0,21,77,80,59,0,237,1,0,0,0,1,0,39.0,0,467,237,5,3,1,4,9,0,3,11
Married,1,2,Master,82457,29,0,36,36,69,81,0,222,0,0,0,0,0,0,47.0,0,4964,222,3,0,2,2,9,0,3,11
Single,1,0,PhD,89787,48,86,35,46,20,36,6,229,1,0,1,0,0,0,28.0,0,1699,223,6,2,2,3,6,0,3,11
Married,0,1,PhD,97945,46,109,15,105,68,46,7,350,1,0,0,0,0,0,28.0,0,2293,343,6,2,1,6,4,0,3,11
Single,0,0,Master,83808,48,166,18,73,35,24,31,347,0,0,0,0,1,0,44.0,0,1777,316,3,2,1,3,4,1,3,11
Married,1,2,Basic,63405,46,0,21,31,58,60,0,170,1,0,0,1,0,0,51.0,0,3976,170,6,1,4,6,9,0,3,11
Married,0,1,Graduation,77609,38,88,17,61,44,45,6,261,1,1,0,0,0,0,36.0,0,1562,255,3,4,0,3,1,0,3,11
Single,0,0,Graduation,62968,64,124,11,68,24,11,7,245,0,0,0,0,0,0,46.0,0,903,238,2,6,5,2,7,0,3,11
Single,0,0,Graduation,78746,57,153,16,73,30,27,12,311,1,0,0,0,0,0,49.0,0,3414,299,7,1,4,2,7,0,3,11
Married,2,2,Graduation,100606,10,0,53,0,115,132,0,300,1,0,0,0,0,0,24.0,0,1983,300,5,4,1,4,10,1,3,11
Married,2,1,PhD,101244,36,0,63,0,61,88,0,212,1,0,0,1,0,0,19.0,0,2233,212,5,5,3,7,9,0,3,11
Together,0,1,Master,80461,9,76,10,82,65,36,9,278,1,0,0,0,1,1,41.0,1,1608,269,7,5,0,5,5,0,3,11
Married,0,2,2n Cycle,64739,51,0,14,63,57,59,0,193,0,0,0,0,0,0,42.0,0,3002,193,5,4,4,3,11,0,3,11
Single,0,0,Graduation,66644,42,143,13,78,20,14,7,275,0,0,0,0,0,0,32.0,0,4532,268,3,4,0,1,4,0,3,11
Single,0,0,Master,64075,31,120,11,74,26,17,13,261,1,0,0,0,0,0,18.0,0,3758,248,3,5,0,3,5,0,3,11
Married,1,1,Master,70761,6,0,32,51,52,66,0,201,0,0,0,0,0,1,42.0,0,4793,201,4,5,3,1,8,0,3,11
Single,0,0,Graduation,60057,41,111,10,56,20,23,8,228,0,0,0,0,0,0,28.0,0,2367,220,8,3,0,0,6,0,3,11
Married,1,1,Master,106844,47,0,42,46,74,78,0,240,1,0,0,0,0,0,38.0,0,3209,240,8,2,1,7,5,0,3,11
Together,0,2,Master,71728,36,0,12,102,73,50,0,237,1,0,0,0,0,0,35.0,0,4839,237,6,8,3,6,8,0,3,11
Married,0,1,Graduation,97351,29,104,23,96,64,42,11,340,1,0,0,0,0,0,37.0,0,174,329,3,3,1,1,6,0,3,11
Single,0,0,Graduation,48418,42,90,12,48,15,19,11,195,0,0,1,0,0,0,58.0,0,2888,184,2,1,4,1,5,0,3,11
Married,0,2,Master,82084,51,0,9,91,82,56,0,238,1,0,0,0,0,1,45.0,0,1485,238,1,5,0,3,8,0,3,11
Married,0,0,Master,90810,51,170,15,90,31,25,19,350,1,0,0,0,0,0,47.0,0,4113,331,5,4,1,4,4,0,3,11
Married,0,2,Graduation,84582,30,0,21,78,86,66,0,251,0,0,0,0,0,0,36.0,0,1297,251,5,8,2,2,11,0,3,11
Together,1,2,Master,56755,43,0,16,22,66,61,0,165,0,1,0,0,0,0,51.0,0,2938,165,4,4,2,3,15,0,3,11
Single,0,0,Master,51763,56,77,6,41,17,10,10,161,0,0,0,0,0,0,38.0,0,3883,151,1,4,4,6,2,0,3,11
Widow,0,0,Master,94291,27,188,22,88,44,22,16,380,1,0,0,0,0,0,57.0,0,2786,364,3,6,3,3,5,0,3,11
Together,2,0,Graduation,57701,29,0,43,0,21,39,0,103,0,0,1,0,0,0,39.0,0,2082,103,3,7,4,3,10,0,3,11
Single,0,0,PhD,89516,62,183,16,98,30,26,20,373,1,0,0,0,0,0,37.0,0,1099,353,3,1,3,4,4,0,3,11
Single,0,0,Graduation,84536,51,170,16,87,27,21,18,339,1,0,0,0,1,0,39.0,0,3401,321,7,4,3,1,6,0,3,11
Single,0,0,Graduation,53158,71,136,12,60,16,17,9,250,1,0,0,0,0,0,36.0,0,811,241,4,1,1,1,5,0,3,11
Single,0,0,Master,62166,52,127,12,66,19,19,11,254,1,0,0,0,0,0,51.0,0,1106,243,5,7,1,1,1,1,3,11
Single,0,0,Graduation,32607,36,63,5,31,4,9,9,121,0,0,0,0,0,1,45.0,0,585,112,1,12,4,0,7,0,3,11
Married,0,0,Graduation,85016,41,177,17,81,24,28,15,342,1,0,0,0,0,0,37.0,0,1177,327,6,2,3,5,5,0,3,11
Single,0,0,Master,101956,51,203,25,98,35,36,24,421,1,0,0,0,0,0,27.0,0,4305,397,5,3,0,7,6,0,3,11
Single,0,0,Graduation,44297,45,88,7,40,9,13,9,166,1,0,1,0,0,0,48.0,0,4704,157,3,6,3,2,2,0,3,11
Together,0,1,Graduation,84659,37,77,14,107,43,40,4,285,1,0,0,0,0,0,47.0,0,3824,281,3,6,3,5,10,0,3,11
Single,0,0,2n Cycle,78031,72,127,17,83,27,23,13,290,1,0,0,0,0,0,27.0,0,4652,277,2,2,3,2,8,0,3,11
Together,1,2,Basic,64759,24,0,37,27,51,70,0,185,1,1,1,0,0,0,61.0,1,1295,185,2,4,6,1,8,0,3,11
Single,0,0,2n Cycle,48917,49,104,12,55,15,14,6,206,1,0,0,0,0,0,43.0,0,2455,200,2,2,4,3,5,0,3,11
Single,0,0,PhD,76348,46,165,6,83,23,16,18,311,1,0,0,0,0,0,18.0,0,4152,293,3,3,1,2,7,0,3,11
Married,0,1,Master,88285,49,89,16,90,70,42,8,315,1,1,0,0,0,1,43.0,0,226,307,6,3,2,3,4,0,3,11
Married,2,0,PhD,97846,34,0,55,0,29,91,0,175,1,1,0,0,0,0,40.0,0,3665,175,2,4,2,3,2,1,3,11
Together,0,2,Basic,49242,37,0,11,53,52,23,0,139,0,0,0,0,0,0,60.0,0,1170,139,3,4,1,1,10,0,3,11
Married,0,2,Master,86906,61,0,19,89,92,74,0,274,1,0,0,0,0,0,57.0,0,2195,274,3,5,1,2,5,0,3,11
Together,2,0,Basic,47583,33,0,22,0,17,37,0,76,1,1,0,0,1,0,34.0,0,407,76,2,3,0,2,11,0,3,11
Single,0,0,Master,68311,54,147,18,69,35,23,19,311,1,0,0,0,0,0,47.0,0,2723,292,5,2,2,2,4,0,3,11
Single,0,0,Graduation,59957,24,131,13,51,20,17,8,240,1,1,0,0,0,0,41.0,0,1459,232,3,4,2,2,7,0,3,11
Married,1,0,2n Cycle,84422,36,83,37,50,28,56,6,260,0,0,0,0,0,0,50.0,0,190,254,3,3,1,3,10,0,3,11
Together,1,1,Graduation,44572,34,0,18,22,33,39,0,112,0,0,0,0,0,0,35.0,0,2560,112,2,2,4,3,5,0,3,11
Widow,0,0,Graduation,87748,40,182,14,90,35,31,17,369,1,0,1,1,0,1,23.0,0,2599,352,2,6,1,3,7,1,3,11
Married,0,2,Master,85388,5,0,21,92,86,66,0,265,1,1,0,0,0,0,35.0,0,1696,265,5,0,4,4,6,0,3,11
